id,result
659,
660,정규직
661,정규직
662,정규직
663,
664,
665,정규직
666,
667,정규직
668,정규직
669,정규직
670,
671,
672,
673,
674,
675,
676,
677,정규직
678,정규직
679,정규직
680,정규직
681,정규직
682,정규직
683,정규직
684,정규직
685,정규직
686,정규직
687,정규직
688,정규직
689,정규직
690,정규직
691,정규직
692,
693,
694,
695,
696,
697,정규직
698,정규직
699,
700,정규직
701,정규직
702,정규직
703,
704,
705,
706,
707,
708,
709,
710,
711,정규직
712,정규직
713,
714,정규직
715,
716,정규직
717,정규직
718,정규직
719,정규직
720,
721,정규직
722,
723,
724,정규직
725,정규직
726,정규직
727,정규직
728,
729,정규직
730,
731,
732,정규직
733,정규직
734,정규직
735,정규직
736,
737,정규직
738,정규직
739,정규직
740,정규직
741,정규직
742,정규직
743,
744,정규직
745,정규직
746,정규직
747,정규직
748,정규직
749,
750,정규직
751,정규직
752,정규직
753,정규직
754,정규직
755,정규직
756,정규직
757,정규직
758,정규직
759,정규직
760,정규직
761,정규직
762,정규직
763,정규직
764,정규직
765,정규직
766,정규직
767,정규직
768,정규직
769,정규직
770,정규직
771,정규직
772,정규직
773,정규직
774,정규직
775,정규직
776,정규직
777,정규직
778,정규직
779,정규직
780,정규직
781,촉탁직
782,정규직
783,
784,정규직
785,정규직
786,정규직
787,정규직
788,정규직
789,정규직
790,정규직
791,정규직
792,정규직
793,
794,정규직
795,정규직
796,정규직
797,정규직
798,정규직
799,정규직
800,정규직
801,정규직
802,정규직
803,정규직
804,정규직
805,정규직
806,정규직
807,
808,정규직
809,정규직
810,정규직
811,정규직
812,정규직
813,정규직
814,
815,정규직
816,정규직
817,정규직
818,정규직
819,
820,정규직
821,정규직
822,정규직
823,정규직
824,정규직
825,
826,
827,
828,
829,
830,
831,
832,정규직
833,정규직
834,정규직
835,정규직
836,정규직
837,정규직
838,정규직
839,정규직
840,
841,정규직
842,
843,
844,정규직
845,정규직
846,정규직
847,
848,정규직
849,정규직
850,
851,정규직
852,
853,정규직
854,
855,
856,
857,
858,
859,정규직
860,정규직
861,정규직
862,
863,정규직
864,정규직
865,정규직
866,정규직
867,정규직
868,
869,정규직
870,정규직
871,정규직
872,정규직
873,정규직
874,
875,정규직
876,정규직
877,
878,
879,
880,
881,정규직
882,정규직
883,
884,정규직
885,정규직
886,정규직
887,정규직
888,정규직
889,정규직
890,정규직
891,정규직
892,정규직
893,정규직
894,정규직
895,정규직
896,정규직
897,정규직
898,정규직
899,정규직
900,정규직
901,정규직
902,정규직
903,정규직
904,정규직
905,정규직
906,정규직
907,정규직
908,정규직
909,정규직
910,
911,정규직
912,정규직
913,정규직
914,
915,정규직
916,정규직
917,
918,
919,
920,정규직
921,정규직
922,정규직
923,정규직
924,정규직
925,
926,
927,
928,
929,
930,
931,
932,
933,정규직
934,
935,
936,정규직
937,정규직
938,
939,
940,
941,정규직
942,
943,정규직
944,정규직
945,
946,
947,
948,정규직
949,정규직
950,정규직
951,정규직
952,
953,정규직
954,정규직
955,정규직
956,정규직
957,정규직
958,정규직
959,정규직
960,정규직
961,정규직
962,정규직
963,정규직
964,정규직
965,정규직
966,정규직
967,정규직
968,정규직
969,정규직
970,정규직
971,
972,정규직
973,
974,정규직
975,정규직
976,정규직
977,
978,정규직
979,정규직
980,정규직
981,정규직
982,
983,
984,
985,정규직
986,정규직
987,정규직
988,정규직
989,정규직
990,정규직
991,정규직
992,정규직
993,정규직
994,정규직
995,정규직
996,정규직
997,정규직
998,정규직
999,
1000,정규직
1001,
1002,
1003,
1004,정규직
1005,정규직
1006,정규직
1007,정규직
1008,정규직
1009,정규직
1010,정규직
1011,정규직
1012,
1013,정규직
1014,정규직
1015,정규직
1016,정규직
1017,정규직
1018,정규직
1019,
1020,
1021,
1022,정규직
1023,정규직
1024,정규직
1025,정규직
1026,정규직
1027,정규직
1028,정규직
1029,
1030,
1031,정규직
1032,정규직
1033,촉탁직
1034,정규직
1035,정규직
1036,
1037,
1038,정규직
1039,정규직
1040,정규직
1041,
1042,정규직
1043,정규직
1044,정규직
1045,
1046,
1047,
1048,정규직
1049,정규직
1050,
1051,
1052,정규직
1053,
1054,
1055,
1056,정규직
1057,
1058,
1059,촉탁직
1060,정규직
1061,정규직
1062,
1063,정규직
1064,정규직
1065,정규직
1066,정규직
1067,정규직
1068,정규직
1069,정규직
1070,정규직
1071,정규직
1072,
1073,
1074,정규직
1075,정규직
1076,정규직
1077,정규직
1078,
1079,
1080,정규직
1081,정규직
1082,정규직
1083,정규직
1084,정규직
1085,정규직
1086,정규직
1087,정규직
1088,정규직
1089,정규직
1090,정규직
1091,정규직
1092,
1093,
1094,
1095,
1096,
1097,정규직
1098,정규직
1099,정규직
1100,
1101,
1102,
1103,정규직
1104,
1105,
1106,정규직
1107,정규직
1108,정규직
1109,정규직
1110,정규직
1111,정규직
1112,정규직
1113,
1114,정규직
1115,
1116,정규직
1117,
1118,정규직
1119,
1120,
1121,
1122,
1123,
1124,
1125,정규직
1126,
1127,
1128,정규직
1129,
1130,
1131,
1132,
1133,
1134,정규직
1135,
1136,정규직
1137,정규직
1138,정규직
1139,정규직
1140,정규직
1141,정규직
1142,정규직
1143,정규직
1144,정규직
1145,촉탁직
1146,정규직
1147,
1148,
1149,
1150,
1151,정규직
1152,정규직
1153,정규직
1154,정규직
1155,정규직
1156,정규직
1157,정규직
1158,정규직
1159,정규직
1160,정규직
1161,정규직
1162,정규직
1163,정규직
1164,정규직
1165,정규직
1166,
1167,
1168,정규직
1169,정규직
1170,정규직
1171,정규직
1172,정규직
1173,정규직
1174,정규직
1175,정규직
1176,정규직
1177,
1178,
1179,
1180,
1181,정규직
1182,
1183,
1184,정규직
1185,
1186,
1187,
1188,정규직
1189,
1190,정규직
1191,
1192,
1193,
1194,정규직
1195,정규직
1196,정규직
1197,
1198,
1199,
1200,정규직
1201,정규직
1202,
1203,
1204,
1205,
1206,
1207,정규직
1208,정규직
1209,정규직
1210,정규직
1211,
1212,정규직
1213,
1214,
1215,
1216,정규직
1217,
1218,
1219,
1220,정규직
1221,정규직
1222,정규직
1223,정규직
1224,
1225,
1226,
1227,정규직
1228,정규직
1229,
1230,정규직
1231,정규직
1232,정규직
1233,
1234,정규직
1235,정규직
1236,정규직
1237,정규직
1238,정규직
1239,정규직
1240,정규직
1241,
1242,
1243,정규직
1244,
1245,촉탁직
1246,촉탁직
1247,정규직
1248,정규직
1249,정규직
1250,정규직
1251,정규직
1252,정규직
1253,
1254,
1255,
1256,정규직
1257,정규직
1258,정규직
1259,
1260,
1261,
1262,
1263,
1264,
1265,
1266,
1267,
1268,
1269,정규직
1270,
1271,
1272,정규직
1273,정규직
1274,정규직
1275,정규직
1276,정규직
1277,정규직
1278,정규직
1279,정규직
1280,
1281,정규직
1282,정규직
1283,
1284,정규직
1285,정규직
1286,
1287,
1288,
1289,
1290,
1291,정규직
1292,정규직
1293,정규직
1294,정규직
1295,정규직
1296,정규직
1297,정규직
1298,정규직
1299,정규직
1300,정규직
1301,정규직
1302,정규직
1303,정규직
1304,정규직
1305,정규직
1306,정규직
1307,정규직
1308,정규직
1309,정규직
1310,정규직
1311,
1312,정규직
1313,정규직
1314,
1315,
1316,정규직
1317,정규직
1318,정규직
1319,정규직
1320,정규직
1321,정규직
1322,정규직
1323,정규직
1324,정규직
1325,정규직
1326,정규직
1327,정규직
1328,정규직
1329,정규직
1330,촉탁직
1331,정규직
1332,정규직
1333,정규직
1334,정규직
1335,정규직
1336,촉탁직
1337,정규직
1338,정규직
1339,정규직
1340,정규직
1341,정규직
1342,
1343,정규직
1344,정규직
1345,정규직
1346,정규직
1347,정규직
1348,정규직
1349,정규직
1350,정규직
1351,정규직
1352,정규직
1353,정규직
1354,정규직
1355,정규직
1356,
1357,정규직
1358,정규직
1359,정규직
1360,정규직
1361,정규직
1362,정규직
1363,
1364,정규직
1365,
1366,
1367,
1368,
1369,
1370,
1371,
1372,
1373,
1374,
1375,
1376,
1377,
1378,
1379,
1380,
1381,
1382,
1383,
1384,
1385,
1386,
1387,
1388,
1389,
1390,
1391,
1392,
1393,
1394,
1395,
1396,
1397,
1398,
1399,
1400,
1401,
1402,
1403,
1404,
1405,
1406,
1407,
1408,
1409,
1410,
1411,
1412,
1413,
1414,
1415,
1416,
1417,
1418,
1419,
1420,
1421,
1422,
1423,
1424,
1425,
1426,
1427,
1428,
1429,
1430,
1431,
1432,
1433,
1434,
1435,
1436,
1437,비정규직
1438,비정규직
1439,비정규직
1440,비정규직
1441,비정규직
1442,비정규직
1443,비정규직
1444,비정규직
1445,비정규직
1446,비정규직
1447,비정규직
1448,비정규직
1449,비정규직
1450,비정규직
1451,비정규직
1452,비정규직
1453,비정규직
1454,비정규직
1455,비정규직
1456,비정규직
1457,비정규직
1458,비정규직
1459,비정규직
1460,비정규직
1461,비정규직
1462,비정규직
1463,비정규직
1464,비정규직
1465,비정규직
1466,비정규직
1467,비정규직
1468,비정규직
1469,비정규직
1470,비정규직
1471,비정규직
1472,비정규직
1473,비정규직
1474,비정규직
1475,비정규직
1476,비정규직
1477,비정규직
1478,비정규직
1479,비정규직
1480,비정규직
1481,비정규직
1482,비정규직
1483,비정규직
1484,비정규직
1485,비정규직
1486,비정규직
1487,비정규직
1488,비정규직
1489,비정규직
1490,비정규직
1491,비정규직
1492,비정규직
1493,비정규직
